Unnamed: 0,batch,assigned_cluster
mouse2_lib3.final_cell_0215,1,beta
mouse1_lib1.final_cell_0057,0,ductal
mouse1_lib3.final_cell_0233,0,beta
mouse2_lib2.final_cell_0128,1,beta
mouse2_lib3.final_cell_0286,1,beta
mouse2_lib3.final_cell_0125,1,delta
mouse2_lib1.final_cell_0078,1,endothelial
mouse2_lib2.final_cell_0039,1,beta
mouse1_lib3.final_cell_0210,0,beta
mouse1_lib2.final_cell_0271,0,ductal
mouse2_lib2.final_cell_0013,1,gamma
mouse2_lib1.final_cell_0057,1,beta
mouse1_lib1.final_cell_0177,0,beta
mouse1_lib2.final_cell_0021,0,ductal
mouse2_lib2.final_cell_0326,1,beta
mouse2_lib3.final_cell_0149,1,delta
mouse2_lib3.final_cell_0118,1,alpha
mouse2_lib1.final_cell_0170,1,beta
mouse1_lib2.final_cell_0045,0,ductal
mouse1_lib1.final_cell_0079,0,quiescent_stellate
mouse1_lib2.final_cell_0073,0,beta
mouse2_lib2.final_cell_0012,1,beta
mouse2_lib3.final_cell_0313,1,beta
mouse1_lib2.final_cell_0279,0,ductal
mouse2_lib3.final_cell_0135,1,beta
mouse2_lib3.final_cell_0120,1,beta
mouse1_lib2.final_cell_0124,0,endothelial
mouse2_lib1.final_cell_0051,1,beta
mouse1_lib1.final_cell_0158,0,beta
mouse2_lib1.final_cell_0121,1,beta
mouse1_lib2.final_cell_0085,0,beta
mouse1_lib1.final_cell_0139,0,alpha
mouse2_lib2.final_cell_0291,1,quiescent_stellate
mouse2_lib1.final_cell_0179,1,beta
mouse2_lib3.final_cell_0351,1,beta
mouse2_lib2.final_cell_0286,1,delta
mouse1_lib2.final_cell_0042,0,beta
mouse2_lib3.final_cell_0308,1,endothelial
